Field_Code,Type,OM30,BD30,MTC_ha30,CO2e_ha30,DateSampled,DateReceived,Tillage_1to4,Crop2Ago,CropLastYr,CropThisYr,soil_texture_class,soil_texture_sand,soil_texture_silt,soil_texture_clay,water_capacity,water_capacity_rating,pred_water_capacity,pred_water_capacity_rating,surface_hardness,surface_hardness_rating,subsurface_hardness,subsurface_hardness_rating,aggregate_stability,aggregate_stability_rating,organic_matter,organic_matter_rating,soc,total_c,total_n,ace_soil_protein_index,ace_soil_protein_index_rating,pred_soil_protein,pred_soil_protein_rating,respiration,respiration_rating,active_carbon,active_carbon_rating,ph,ph_rating,p,p_rating,k,k_rating,mg,fe,mn,zn,minor_elements_rating,overall score,Mod. Morgan Al. ppm,Mod. Morgan Ca. ppm,Mod. Morgan Cu. ppm,Mod. Morgan S. ppm,Mod. Morgan B. ppm,CN_ratio
NW16T,Corn,4.38,1.308746736,85.98466056,315.2770887,4/9/2021,4/28/2021,,NA,COS,COS,loam,34.36190969,44.58954448,21.04854583,,,0.216691762,80.84451674,NA,NA,NA,NA,43.197176,75.09939509,4.55,95.74853646,,2.899,0.276,,,6.659144995,51.92318382,0.86538288,81.18163861,799.0391048,94.69990518,6.85,100,11.8,100,177.3,100,273.2,0.9,5.8,0.7,100,87.94971759,6.52,2403.5,0.27,9.54,0.47,10.50362319
NW04C,Corn,3.81,1.342398695,76.71808542,281.2996465,4/7/2021,4/27/2021,2,COS,COS,COS,loam,40.95754936,40.07988759,18.96256305,,,0.250752314,91.86712719,NA,NA,NA,NA,44.91298235,78.02220797,5.37,99.57724339,,3.756,0.331,,,12.5746557,96.71749122,0.824241726,77.26107779,1078.625484,99.91191164,6.78,100,8.7,100,204.2,100,288.7,3.7,3.2,1.9,100,94.33570592,35.84,1779.8,0.43,9.5,0.33,11.34743202
NW04H,Hay,4.52,1.233856102,83.65544372,306.736627,4/7/2021,4/27/2021,2,GRE,GRE,GRE,sandy clay loam,55.32757126,15.63926014,29.0331686,,,0.235630388,87.76956589,NA,NA,NA,NA,74.06901899,99.16380755,6.17,99.97860274,,4.105,0.328,,,13.58258108,98.40729502,1.122160423,95.91174174,963.3533934,99.38707269,6.22,97.18748174,4.4,100,88.6,100,229.7,10.2,2.4,1.6,100,97.78055674,169.62,1327.1,0.39,10.3,0.15,12.5152439
NW04T,Corn,3.61,1.263469616,68.41687971,250.8618923,4/7/2021,4/27/2021,2,COS,COS,COS,sandy loam,68.24547756,22.62645125,9.128071188,,,0.176310411,74.58789206,NA,NA,NA,NA,37.242261,63.56263106,3.34,95.30328842,,2.269,0.204,,,8.699988055,64.48395551,0.4341101,29.01432322,654.7788738,84.7057415,5.98,79.33733123,4.5,100,86.5,100,81,3.1,3.2,0.9,100,79.0995163,61.94,901,0.16,6.61,0.12,11.12254902
MC01,Pasture,3.759939727,1.319653,74.42723611,272.8998657,9/28/2021,10/4/2021,1,NA,NA,PIT,sandy loam,66.52083,21.32172,12.15745,,,0.184312,78.10922,NA,NA,NA,NA,67.34036,97.82516,4.028462,99.43869,,2.739,0.279,,,10.38176,80.28739,1.137766,96.34777,676.7344,87.15339,6.36,100,1.7,49.6,64.2,89.51344,126.6,1.4,3.7,0.3,100,87.82751,8.97,2011,0.04,4.03,0.27,9.817204301
MC02,Hay,3.473002101,1.405026,73.19487376,268.3812038,8/18/2021,9/10/2021,2,NA,NA,GRT,loam,36.14292,43.15246,20.70462,,,0.206605,76.33137,NA,NA,NA,NA,43.4821,75.59865,3.27,61.79114,1.939363,1.993,0.218,,,6.284957,47.40215,0.706493,63.86963,635.8301,76.85916,7.15,100,14.6,100,69.9,95.31718,146,0.7,4.4,0.6,100,79.71693,5.86,2790.8,0.06,3.94,0.48,9.142201835
MC03,Field crops,4.510290995,1.336479,90.41863798,331.5350059,8/24/2021,9/10/2021,2,NA,NA,WHT,loam,27.48177,48.03784,24.48039,,,0.244149,90.22712,NA,NA,NA,NA,26.28032,39.6582,4.63,96.49382,2.516161,2.517,0.258,,,8.037123,67.93189,0.841266,78.93647,827.1262,96.14904,6.84,100,5.2,100,81.6,100,189.5,1.8,6.5,0.4,100,86.93965,9.72,2743.7,0.04,5.7,0.28,9.755813953
MC04,Hay,5.095124159,1.303235,99.60216201,365.2079274,8/27/2021,9/10/2021,2,NA,NA,CGT,silty clay,13.19932,45.71289,41.0878,,,0.22874,85.48669,NA,NA,NA,NA,62.31391,92.47225,5.23,91.41351,3.129,3.129,0.295,,,8.285848,78.67755,1.011505,91.49189,776.1139,84.26886,6.94,100,5.4,100,118.9,100,516.7,1.3,3.7,0.5,100,92.38108,10.04,3416.6,0.05,4.33,0.26,10.60677966
MC05,Hay,4.153928512,1.457236,90.79881254,332.9289793,9/22/2021,9/28/2021,1,NA,NA,GRT,loam,41.21457,38.13995,20.64547,,,0.215291,80.25149,NA,NA,NA,NA,70.7232,98.63375,3.897632,84.07074,,2.533,0.256,,,8.40075,71.76872,0.470995,33.35921,644.3664,78.24102,6.04,86.23436,2.3,66.4,74.4,99.89908,159,4.3,1.4,0.3,100,79.88584,23.36,1384.8,0.04,3.55,0.13,9.89453125
MC06,Hay,4.314296808,NA,NA,NA,9/22/2021,9/28/2021,1,NA,NA,GRT,loam,37.15277,39.4931,23.35413,,,0.232971,86.92044,NA,NA,NA,NA,82.64727,99.7943,4.963391,98.54284,3.429714,3.498,0.331,,,9.614279,82.73438,1.648483,99.97629,846.7254,96.9548,6.94,100,7.1,100,140.5,100,154.8,1.9,3.5,0.5,100,96.49231,6.1,2559.3,0.06,6.09,0.26,10.56797583
MC07,Hay,6.293536906,1.335645,126.0889665,462.3262105,9/22/2021,9/28/2021,1,NA,NA,GRT,silty clay loam,19.17618,42.59689,38.22693,,,0.259729,93.75208,NA,NA,NA,NA,73.27937,97.80321,6.655016,99.84112,,3.947,0.393,,,11.31389,96.44338,1.229979,98.21324,758.1934,82.01578,6.14,93.88818,3.5,100,257.2,100,451.6,7.2,3.7,1.1,100,96.1957,32.5,2858.8,0.07,4.86,0.14,10.043257
MC08,Pasture,6.711344157,1.202359,121.0416757,443.8194777,8/27/2021,9/10/2021,1,NA,NA,PLT,clay loam,20.94077,51.37966,27.67957,,,0.258717,93.55838,NA,NA,NA,NA,85.17699,99.58656,7.55,99.996,4.866853,4.92,0.489,,,14.5835,99.81012,1.784675,99.99607,859.9198,92.28634,6.87,100,4.3,100,165.9,100,350.9,1.9,5.8,0.4,100,98.52335,6,4161.2,0.06,6.98,0.41,10.06134969
MC09,Hay,3.491941106,1.576117,82.5556161,302.7039257,9/28/2021,10/4/2021,1,NA,NA,GRT,clay loam,34.78655,37.92903,27.28442,,,0.221515,82.80241,NA,NA,NA,NA,27.0732,33.8266,3.379113,24.51365,1.992613,2.022,0.204,,,6.628591,59.59444,0.93206,86.58242,602.4168,55.45179,6.62,100,2.8,80.4,94.5,100,209.8,1.3,2.1,0.3,100,72.31713,11.18,1996.6,0.05,2.28,0.2,9.911764706
MC10,Hay,3.44249479,1.368594,70.67066572,259.1257743,6/17/2021,,,NA,NA,NA,loam,37.00,40.00,21.00,,,0.20,72.00,NA,NA,NA,NA,48.60,83.00,3.00,48.00,,,,,,5.30,35.00,0.70,59.00,420.00,33.00,6.10,89.00,1.30,38.00,61.90,87.00,170.80,8.50,3.40,0.30,100.00,64.00,NA,NA,NA,NA,NA,#DIV/0!
AW13,Pasture,3.96,1.416069864,84.11454992,308.4200164,7/1/2021,7/21/2021,3,ALE,ALE,ALE,clay,25.94562,31.50539,42.54899,,,0.244413,90.29697,NA,NA,NA,NA,19.78414,21.16136,3.753503,39.20862,1.822916,1.897,0.186,,,6.610734,59.36372,0.456809,31.65727,457.189,27.79122,6.68,100,1.1,33.4629,151.8,100,814.4,4.5,4.9,0.3,100,60.29421,49.51,2320.6,0.21,8.92,0.1,10.19892473
AW12,Pasture,5.58,1.27319977,106.5668207,390.7450094,7/1/2021,7/21/2021,1,ALE,ALE,ALE,clay,10.65695,35.64824,53.69481,,,0.24768,91.13192,NA,NA,NA,NA,47.39898,74.29858,6.438096,99.66256,3.696027,3.702,0.361,,,10.31405,92.94018,0.832754,78.10799,803.4402,87.33148,6.9,100,3.2,91.6,221.4,100,742.8,1.4,4.9,0.5,100,91.50727,16.48,3688.2,0.12,8.64,0.26,10.25484765
VE3,Corn,2.68,1.325053637,53.26715621,195.3129061,5/19/2021,5/25/2021,1,SOY,SOY,Corn,silt loam,31.54485853,56.20061002,12.25453145,,,0.256437241,93.10490822,120,69.72659473,207.5,79.98005674,41.19827632,71.44971271,2.46,27.42531178,,1.658,0.147,,,5.512305638,38.2355073,0.503624463,37.40097935,436.3308419,36.53638792,6.13,93.31927987,3.8,100,58.7,83.91334,26.4,4.1,3.3,0.3,56,65.59100655,39.35,909.8,0.11,6.39,0.08,11.27891156
VE5,Corn,4.26,1.179766114,75.38705468,276.4192005,5/19/2021,5/25/2021,2,COS,COS,COS,loam,40.54360449,38.58181718,20.87457833,,,0.22965357,85.80486455,47.5,91.42957391,136.25,93.17084247,50.22577119,85.72619361,4.38,93.74031272,,3.329,0.24,,,9.241055122,79.69066147,0.900849391,84.20288688,788.8490286,94.07789441,6.94,100,43.6,100,383.2,100,219.4,5.7,5.8,2.6,100,92.32026917,16.14,2110,2.19,16.68,0.41,13.87083333
VE6,Corn,1.57,1.416069864,33.3484453,122.2776328,5/20/2021,5/25/2021,2,COS,COS,COS,sandy loam,58.07483953,32.10348272,9.821677747,,,0.175353635,74.14781196,120,69.72659473,275,58.98941606,22.62463563,32.08590261,1.76,38.20885778,,1.28,0.114,,,5.055836572,25.15050859,0.617117299,52.275037,504.6762046,60.77198306,7.21,100,45.6,100,190.9,100,131.1,2.2,3.9,2.6,100,67.61300932,3.63,1125.6,2.36,6.31,0.42,11.22807018
VE4,Pasture,3.36,1.330553289,67.05988577,245.8862478,5/19/2021,5/25/2021,1,PNT,PNT,PNT,loam,36.13556433,46.40797274,17.45646293,,,0.228074313,85.25187196,191.875,37.17400913,223.75,75.59022716,73.48032676,99.08629796,3.43,68.35958103,,2.409,0.211,,,7.330046271,59.92974949,0.659677113,57.88387891,486.6905828,47.13237162,5.64,23.35294509,7.1,100,72.4,97.86268,27.4,20.9,3.1,0.6,56,67.3019677,97.22,757.4,0.17,9.77,0.05,11.41706161
NW09C,Corn,4.67,1.30287372,91.26630409,334.643115,4/27/2021,5/13/2021,,NA,NA,COS,sandy loam,61.65021,20.64735,17.70244,,,0.194596,82.19436,NA,NA,NA,NA,60.4479,94.90796,3.97,99.31014,,3.097,0.245,,,10.76848,83.20814,0.591581,48.88064,669.8148,86.41321,6.26,98.17319,3.5,100,35.7,50.90819,66.9,8,2.7,0.6,100,84.39958,102.88,947.9,0.08,8.7,0.1,12.64081633
NW09H,Hay,3.54,1.244371922,66.07614906,242.2792132,4/27/2021,5/13/2021,,NA,NA,GRE,silt loam,9.140466,65.66511,25.19442,,,0.28672,97.43844,NA,NA,NA,NA,79.34131,99.63803,4.67,96.82415,,3.106,0.277,,,8.889324,76.54787,1.456964,99.78586,678.8948,83.32277,7.06,100,6.8,100,145.1,100,170.3,4.3,5.6,1,100,95.35571,31.71,1756,0.44,10.02,0.21,11.21299639
NW09T,Corn,6.03,1.160184933,104.9387272,384.775333,4/27/2021,5/13/2021,,NA,NA,COS,loam,39.83676,40.94539,19.21786,,,0.231305,86.3678,NA,NA,NA,NA,77.87854,99.53977,5.65,99.83823,,3.827,0.284,,,12.88146,97.34297,0.712168,64.57576,764.2465,92.34058,6.16,94.91182,4,100,64.8,90.12436,88.8,16.9,3.5,0.5,100,92.50413,152.94,1242.1,0.17,10.53,0.11,13.47535211
RM7,Veg,2.07,1.489741033,46.25833561,169.6138972,5/11/2021,5/25/2021,4,MIX,MIX,MIX,sandy loam,68.99044,19.9386,11.07096,,,0.154993,63.94702,NA,NA,NA,NA,21.84872,30.55849,2.12,55.96177,,1.379,0.124,,,5.333001,27.74039,0.482345,34.74608,405.7553,41.24592,6.85,100,21.9,100,100.4,100,120.8,2.4,2.5,1,100,65.41997,12.39,863.2,0.52,3.59,0.23,11.12096774
RM8,Veg,1.45,1.489801469,31.10211109,114.041074,5/11/2021,5/25/2021,4,MIX,MIX,MIX,loamy sand,83.12198,10.03196,6.84606,,,0.10332,35.15484,NA,NA,NA,NA,25.73813,38.50187,1.31,19.42062,,0.941,0.074,,,3.921793,16.01666,0.482345,34.74608,249.2804,15.77862,7.4,96.54818,23.4,100,182.2,100,75.4,2.5,2.9,1,100,55.61669,9.57,906.4,0.35,2.77,0.24,12.71621622
NW27C,Corn,4.62,1.429982119,99.09776085,363.3584564,4/8/2021,4/27/2021,2,COS,COS,COS,clay loam,27.69253855,41.97837192,30.32908953,,,0.220636988,82.45581922,NA,NA,NA,NA,33.55676225,46.9725508,3.79,40.77512883,,2.415,0.23,,,7.183844491,66.56555698,0.703655587,63.51477445,789.5585491,85.83179418,7.17,100,3.5,100,100.4,100,305.3,1.6,3.4,0.3,100,78.61156245,4.63,2715.3,0.08,6.58,0.33,10.5
NW27T,Corn,3.72,1.469514671,81.99891864,300.6627017,4/8/2021,4/27/2021,2,COS,COS,COS,loam,39.46369476,34.49419246,26.04211278,,,0.223421623,83.5397707,NA,NA,NA,NA,16.9539643,21.7596765,3.88,83.59078779,,2.296,0.226,,,7.415710987,60.92973589,0.583069448,47.74975692,754.0902135,91.51954012,7.03,100,7.4,100,60.7,85.94974,158,2.7,4.1,0.3,100,77.50390079,5.2,2484.4,0.05,6.66,0.22,10.15929204
NW05C,Corn,3.24,1.281568944,62.28425068,228.3755858,4/14/2021,4/27/2021,3,COS,COS,COS,silt loam,25.13056,58.10534,16.7641,,,0.255557,92.9233,NA,NA,NA,NA,42.73349,74.27544,3.59,74.39449,,2.297,0.202,,,8.379725,71.55301,0.685213,61.18114,635.2713,76.76703,6.25,97.9595,8.3,100,104.4,100,145.2,5.2,8.1,1.2,100,84.90539,43.05,1174.2,0.55,14.48,0.15,11.37128713
NW05T,Corn,2.75,1.260639946,52.00139777,190.6717918,4/14/2021,4/27/2021,3,COS,COS,COS,silt loam,19.1415,62.20989,18.64861,,,0.274183,96.05121,NA,NA,NA,NA,35.26948,59.37466,3.57,73.6742,,2.301,0.209,,,8.155626,69.20624,0.600093,50.01242,711.5282,87.35628,6.59,100,6.4,100,49.5,74.5459,128.8,5,4.8,0.6,100,81.02209,46.31,1560.4,0.29,8.74,0.13,11.00956938
NW26C,Corn,5.82,1.484879214,129.6299554,475.3098364,4/26/2021,5/13/2021,,NA,NA,COS,silty clay loam,17.62059,46.30012,36.0793,,,0.256397,93.09669,NA,NA,NA,NA,37.72405,55.70015,6.25,99.37903,,4.101,0.001,,,8.308263,78.89416,0.988806,90.25159,1074.781,99.37711,7.03,100,10.6,100,280.7,100,407.1,2,5.7,1.2,100,91.66987,4.16,3539.5,0.33,20.65,0.54,4101
NW26T,Corn,6.48,1.410631101,137.113343,502.7489244,4/26/2021,5/13/2021,,NA,NA,COS,clay loam,29.22608,39.5107,31.26321,,,0.230266,86.01554,NA,NA,NA,NA,47.32291,74.16931,5.3,92.5693,,3.412,0.313,,,8.532934,80.99317,0.91078,84.98834,864.1261,92.58595,6.76,100,16,100,439.2,100,337.4,2,5.1,1.5,100,91.13216,10.87,2318.7,0.47,9.68,0.39,10.90095847
NW13C,Corn,3.61,1.399026985,75.75731124,277.7768079,4/8/2021,4/27/2021,2,COS,COS,COS,loam,40.08397589,36.49982476,23.41619936,,,0.22746408,85.03437714,NA,NA,NA,NA,17.18360842,22.13691734,4.2,90.87887803,,2.532,0.214,,,7.208805426,58.50342892,0.717842192,65.27690962,816.1598008,95.62719223,7.64,76.64705491,10.6,100,156.8,100,126.8,1.7,4.3,0.2,56,75.01047582,6.89,4790.4,0.25,14.9,0.34,11.8317757
NW13T,Corn,3.86,1.593025952,92.23620262,338.1994096,4/8/2021,4/27/2021,2,COS,COS,COS,clay loam,29.45351981,36.46271186,34.08376833,,,0.249628849,91.60380349,NA,NA,NA,NA,24.16042376,28.41679507,4.18,57.92597094,,2.885,0.252,,,9.272500601,86.95288787,0.568882844,45.86942481,910.1508901,95.31068502,7.6,81.83489296,36.3,100,374.6,100,153.9,2.9,4.1,0.5,100,78.79144602,3.33,4136,0.28,7.13,0.55,11.4484127
NW17C,Corn,5.88,1.266499855,111.7052872,409.5860531,4/14/2021,4/28/2021,,NA,COS,COS,loam,32.52140978,47.97275832,19.50583191,,,0.238686224,88.69674397,NA,NA,NA,NA,56.30207726,92.00890728,4.92,98.35513042,,3.204,0.29,,,8.815571478,75.85632228,1.098043195,95.15572547,641.7496659,77.82256323,6.22,97.18748174,4.3,100,187.6,100,134.3,5.5,10.6,0.8,100,92.50828744,66.48,1799.6,0.14,12.88,0.19,11.04827586
NW17T,Corn,5.36,1.22026,98.108904,359.732648,4/8/2021,4/14/2021,4,COS,COS,COS,loam,35.62003,45.05532,19.32464,,,0.24605,90.72226,NA,NA,NA,NA,68.05692,98.02394,5.78,99.89955,,3.789,0.342,,,11.34043,92.87844,0.774589,71.97039,862.5559,97.49882,6.53,100,10.2,100,91.9,100,122.5,5.1,4,1.3,100,95.09934,67.4,1998.5,0,5.83,0.3,11.07894737
AW6,Pasture,4.66,1.16263908,81.26847169,297.9843962,5/20/2021,5/26/2021,1,GRE,GRE,GRE,loam,48.32497,37.32536,14.34967,,,0.248441,91.31856,NA,NA,NA,NA,92.12982,99.96582,6.18,99.97948,,4.035,0.336,,,11.9949,95.20558,1.63146,99.97072,884.1728,98.10812,6.94,100,4,100,238.4,100,144,6.9,3.6,0.8,100,98.45483,3.49,4139.9,0,17.37,0.45,12.00892857
AW7,Pasture,5.97,1.332499275,119.3253101,437.5261369,5/20/2021,5/26/2021,1,GRE,GRE,GRE,sandy loam,55.1644,30.90981,13.92578,,,0.24159,94.45476,NA,NA,NA,NA,85.18282,99.86944,6.67,100,,4.399,0.318,,,15.23632,98.74204,1.085275,94.71239,774.4605,94.76307,5.75,41.01058,4.1,100,122.1,100,109.6,16.6,4.9,1.2,100,92.35523,3.29,4290.6,0.02,7.42,1.96,13.83333333
PM2,Hay,4.67,1.828854801,128.1112788,469.7413556,9/13/2021,9/20/2021,3,Sorghum,Hemp,Hay,sandy loam,64.7667,26.23919,8.994115,,,0.198356,83.55938,NA,NA,NA,NA,44.16148,76.76694,3.471571,96.70765,2.644853,2.792,0.233,,,9.55208,73.0683,0.781682,72.76119,746.964,93.12042,7.38,97.18748,30.8,100,135.3,100,139.3,4.1,7.9,1.4,100,89.31714,12.72,2677.4,0.23,5.31,0.29,11.98283262
PM1,Hay,2.3,1.817069191,62.68888709,229.8592527,9/13/2021,9/20/2021,3,Sorghum,Hemp,Hay,sandy loam,65.43417,26.75209,7.813733,,,0.170423,71.81905,NA,NA,NA,NA,42.19144,73.29457,3.132241,92.151,1.972745,2.019,0.17,,,7.028641,45.77505,0.51923,39.38747,595.749,76.69211,7.23,100,14.4,100,94.5,100,97,2,4,0.5,100,79.91193,15.12,1802.2,0.11,3.69,0.14,11.87647059
D4,Hay,5.77,1.238267912,107.1720878,392.9643219,5/4/2021,5/13/2021,1,GRE,GRE,GRE,sandy clay loam,52.08724,27.21742,20.69534,,,0.237104,88.22318,NA,NA,NA,NA,68.88933,98.23527,6.09,99.97019,,5.019,0.432,,,14.84989,99.43012,1.622948,99.9675,867.7581,97.65876,6.61,100,5.4,100,101.6,100,109.3,5.4,6.2,1.3,100,98.3485,69.42,1591.5,0.07,8.63,0.19,11.61805556
D6,Veg,4.87,1.150756958,84.06279578,308.2302512,5/4/2021,5/13/2021,3,MIX,MIX,MIX,sandy loam,60.95347,22.98484,16.06169,,,0.236984,93.67859,NA,NA,NA,NA,51.64811,87.43334,5.43,99.9991,,4.268,0.342,,,13.83142,96.69356,0.651165,56.77114,911.3419,98.94645,6.29,98.70355,8.4,100,110.7,100,89,4.6,2.2,1.4,100,93.22257,81.62,1392.2,0.04,26.5,0.27,12.47953216
D5,Veg,4.03,1.229806908,74.34182759,272.5867012,5/4/2021,5/13/2021,3,MIX,MIX,MIX,loam,35.56425,45.13081,19.30495,,,0.252661,92.30023,NA,NA,NA,NA,53.69144,89.62799,5.48,99.70704,,4.409,0.37,,,12.61753,96.8116,1.076763,94.39936,871.39,97.76525,6.89,100,8.9,100,169.6,100,142.9,4.9,5.6,1.4,100,97.06115,62.21,2197.7,0.08,13.2,0.34,11.91621622
NW28C,Corn,4.74,1.568030171,111.4869452,408.7854656,4/14/2021,4/28/2021,,NA,COS,COS,silt loam,11.42653107,62.95650024,25.61696868,,,0.286163935,97.3869868,NA,NA,NA,NA,21.26957051,29.43987544,4.04,87.60685019,,2.54,0.236,,,6.421228758,49.04781227,0.672445057,59.54098078,704.6654414,86.57015856,6.45,100,5.9,100,257.8,100,304.4,1.2,7.6,0.9,100,80.9592664,17.24,1635.8,0.37,11.25,0.29,10.76271186
NW28T,Corn,4.03,1.426421526,86.22718125,316.1663312,4/14/2021,4/28/2021,,NA,COS,COS,silt loam,10.33121305,66.20706957,23.46171737,,,0.294938061,98.10516447,NA,NA,NA,NA,18.83485568,24.95706888,3.72,78.81446014,,2.345,0.218,,,6.010162723,44.09995275,0.736284778,67.51872785,723.8897062,88.69017268,6.46,100,11.2,100,175.2,100,238.1,2.3,7.1,0.8,100,80.21855468,15.17,1588.3,0.39,9.48,0.17,10.75688073
NW29C,Corn,4.86,1.328493087,96.84714604,355.1062022,4/27/2021,5/13/2021,,NA,NA,COS,silt loam,25.70204,53.45439,20.84357,,,0.241083,89.38798,NA,NA,NA,NA,57.83315,93.19838,4.45,94.64222,,3.127,0.227,,,11.00325,91.38141,0.584488,47.93814,711.5827,87.36239,6.81,100,2.7,77.6,95.3,100,117.4,5.2,2.7,0.9,100,88.15105,81.12,1507.2,0.35,11.01,0.19,13.7753304
NW29T,Corn,5.55,1.386380039,115.4161382,423.1925069,4/27/2021,5/13/2021,,NA,NA,COS,silt loam,19.75171,57.05235,23.19593,,,0.274407,96.08056,NA,NA,NA,NA,49.56378,84.88049,5.6,99.8067,,4.079,0.345,,,14.2472,99.05535,0.839847,78.79968,887.734,98.19527,7.1,100,24.3,100,81.7,100,199.2,3.4,7,1.2,100,95.6818,14.83,2531.4,0.23,11.4,0.34,11.82318841
NW25C,Corn,3.4,1.27475871,65.01269421,238.3798788,4/13/2021,4/28/2021,,NA,COS,COS,loam,38.71588884,43.3179662,17.96614496,,,0.229940964,85.90396865,NA,NA,NA,NA,61.29066018,95.3794492,4.75,97.40790606,,2.83,0.265,,,8.005284803,67.58578304,0.858289577,80.5371411,641.7496659,77.82256323,5.55,12.7902204,2.9,83.2,71.5,96.9463,145.6,9.3,7.1,0.4,100,79.75733317,70.09,1523.9,0.23,8.32,0.11,10.67924528
NW25T,Corn,5.13,1.185644368,91.23533412,334.5295584,4/20/2021,4/28/2021,,NA,COS,COS,sandy loam,56.57565683,27.05476923,16.36957395,,,0.178343869,75.50999174,NA,NA,NA,NA,40.85343672,70.79525388,3,89.43502263,,2.019,0.185,,,7.848271555,55.09562136,0.794449857,74.15612662,666.2169119,86.01702495,6.43,100,2.6,74.8,39,57.0683,77.8,2.3,6,0.1,56,73.88773412,38.46,1475.3,0.08,5.39,0.2,10.91351351
D3,Hay,2.25,0.9284743,31.33600763,114.8986946,4/6/2021,4/27/2021,2,COS,COS,COS,sandy loam,72.56659,15.75033,11.68308,,,0.160463,66.82853,NA,NA,NA,NA,29.41119,46.48322,2.08,53.98278,,1.474,0.133,,,6.102303,35.54042,0.618536,52.46336,569.6549,72.51716,7.18,100,10,100,76.6,100,96.4,0.6,2.8,0.3,100,72.78155,4.8,1872.9,0.04,3.99,0.28,11.08270677
VE7,Pasture,4.03,1.210950956,73.20198529,268.4072794,5/7/2021,5/18/2021,1,GIT,GIT,GIT,sandy loam,61.20948981,27.18788863,11.60262156,,,0.219973084,90.06614653,288.75,7.152245736,343.75,34.54156158,84.94198296,99.86357481,4.53,99.92178963,,3.014,0.224,,,11.61919586,88.59918469,0.922129298,85.85358389,637.8460668,82.6193751,6.15,94.41849818,1.1,33.4629,114.6,100,37.4,10.1,6.9,0.3,100,76.37490501,90.6,1056.7,0.04,5.8,0.06,13.45535714
VE8,Hay,5.33,1.126401354,90.05578825,330.2045569,5/7/2021,5/18/2021,1,GIT,GIT,GIT,loam,46.75725159,39.14904162,14.09370679,,,0.233881066,87.21538772,212.5,28.45483005,293.75,52.26549848,86.38588672,99.89545014,5.48,99.70703723,,3.769,0.306,,,11.46148982,93.36425719,1.11364846,95.65665479,767.1703272,92.56535659,6.26,98.1731893,1.9,55.2,77.4,100,46.6,5.4,4.6,0.4,100,83.54147179,66.21,1900.2,0.04,5.87,0.21,12.31699346
RM6,Veg,5.6,1.161907352,97.60021757,357.8674644,5/11/2021,5/25/2021,4,MIX,MIX,MIX,silty clay,12.28056,44.34238,43.37706,,,0.251761,92.09824,NA,NA,NA,NA,39.29305,58.93799,5.42,94.26917,,3.328,0.317,,,10.37501,93.2107,1.127835,96.07495,970.5038,97.60085,7.26,100,21.9,100,470.1,100,600.8,1.3,6.4,0.7,100,93.21919,3.41,1314.2,0.41,4.59,0.42,10.49842271
NW20C,Corn,4.67,1.256487367,88.01694006,322.7287802,4/9/2021,4/27/2021,2,COS,COS,COS,loam,43.01686684,36.35949459,20.62363858,,,0.231555138,86.45186513,NA,NA,NA,NA,40.73856183,70.57569654,4.99,98.64859281,,3.492,0.347,,,11.23716073,92.44281288,0.668189076,58.99035659,945.6192257,99.1996427,6.67,100,15.1,100,242,100,192.8,1.7,8.2,1,100,90.63089667,4.49,2332.1,0.13,13.86,0.51,10.06340058
NW20T,Corn,4.77,1.44343648,103.2778801,378.6855605,4/9/2021,4/27/2021,2,COS,COS,COS,loam,28.4599864,45.01324379,26.52676981,,,0.248593915,91.35561138,NA,NA,NA,NA,26.35927531,39.82736712,4.27,92.08940729,,2.624,0.254,,,8.312067062,70.85354408,0.561789542,44.9324494,821.4800511,95.88708005,6.94,100,5.9,100,121.1,100,205.5,1,4.5,0.5,100,83.49454593,7.28,2531.8,0.17,8.94,0.37,10.33070866
NW21C,Corn,3.54,1.476102408,78.38103786,287.3971388,4/14/2021,4/28/2021,,NA,COS,COS,loam,37.99910014,48.2296271,13.77127275,,,0.229831609,85.86631473,NA,NA,NA,NA,43.80838342,76.16365788,4.25,91.75667301,,2.968,0.26,,,7.116945464,57.41513252,0.658258453,57.69883394,750.1046127,91.17990378,6.96,100,1,30.8288,227.03,100,106.23,1.92,3.99,1.11,100,79.09093159,9.95,2446.26,1.06,10.29,0.53,11.41538462
NW21T,Corn,5.65,1.458152016,123.5783834,453.120739,4/14/2021,4/28/2021,,NA,COS,COS,loam,39.51919357,41.80481858,18.67598785,,,0.214448127,79.88901369,NA,NA,NA,NA,61.31320067,95.39156109,4.96,98.52887074,,3.319,0.292,,,7.774158667,65.02919117,0.537672314,41.77085915,783.3101609,93.71654929,6.32,100,16.8,100,227.8,100,113.3,2.2,4.3,0.9,100,87.43260451,24.2,1978.6,0.78,9.65,0.33,11.36643836
NW03C,Corn,3.38,1.472338425,74.64755815,273.7077132,4/8/2021,4/27/2021,2,COS,COS,COS,sandy loam,66.68657164,18.65207565,14.66135271,,,0.198038593,83.44697269,NA,NA,NA,NA,36.6096556,62.23457972,3.46,96.59994853,,2.271,0.212,,,8.794527753,65.48457718,0.646909169,56.21269034,746.9965464,93.12258008,6.45,100,31.3,100,334.4,100,230.8,2,4,3.6,100,85.71013485,10.19,1372.4,2.95,11.78,0.38,10.71226415
